客户id,登录账号,客户名称,分销关系关联时间,订单号,产品id,产品名称,实例id,实例首购时间,订单类型,订单时长（月）,支付时间,原价,应付金额,实付金额,项目ID,是否算评级业绩,评级业绩,消费账号数,不返佣原因,合同返佣比例,佣金比例,佣金金额,是否伙伴与客户协同的订单
1447271033258316,康康云主机,无锡文思海辉信息技术有限公司,2019-10-14 14:07:38,,snapshot,快照,cn-shanghai,2020-01-28 11:25:19,后付费,,2021-08-20 00:00:00,2.54232,2.4,2.4,,是,2.4,869,,,0.15,0.36,否
1447271033258316,康康云主机,无锡文思海辉信息技术有限公司,2019-10-14 14:07:38,,snapshot,快照,cn-beijing,2020-01-28 11:25:19,后付费,,2021-08-31 00:00:00,4.966368,5.04,5.04,,是,5.04,869,,,0.15,0.756,否
1447271033258316,康康云主机,无锡文思海辉信息技术有限公司,2019-10-14 14:07:38,,snapshot,快照,cn-shanghai,2020-01-28 11:25:19,后付费,,2021-08-02 00:00:00,2.541547,2.41,2.41,,是,2.41,869,,,0.15,0.3615,否
1447271033258316,康康云主机,无锡文思海辉信息技术有限公司,2019-10-14 14:07:38,,snapshot,快照,cn-shanghai,2020-01-28 11:25:19,后付费,,2021-08-30 00:00:00,2.536272,2.4,2.4,,是,2.4,869,,,0.15,0.36,否
1447271033258316,康康云主机,无锡文思海辉信息技术有限公司,2019-10-14 14:07:38,,snapshot,快照,cn-beijing,2020-01-28 11:25:19,后付费,,2021-08-30 00:00:00,4.965984,5.04,5.04,,是,5.04,869,,,0.15,0.756,否
1447271033258316,康康云主机,无锡文思海辉信息技术有限公司,2019-10-14 14:07:38,,vm,云服务器ECS(包月),i-2ze57e1aj6hjeg252x5n,2020-02-24 15:33:19,后付费,,2021-08-17 00:00:00,0.075,0.04,0.04,,是,0.04,869,,,0.15,0.006,否
1447271033258316,康康云主机,无锡文思海辉信息技术有限公司,2019-10-14 14:07:38,,vm,云服务器ECS(包月),i-2ze57e1aj6hjeg252x5n,2020-02-24 15:33:19,后付费,,2021-08-18 00:00:00,0.17,0.11,0.11,,是,0.11,869,,,0.15,0.0165,否
1447271033258316,康康云主机,无锡文思海辉信息技术有限公司,2019-10-14 14:07:38,,snapshot,快照,cn-shanghai,2020-01-28 11:25:19,后付费,,2021-08-23 00:00:00,2.598456,2.64,2.64,,是,2.64,869,,,0.15,0.396,否
1447271033258316,康康云主机,无锡文思海辉信息技术有限公司,2019-10-14 14:07:38,,rds,关系型数据库RDS(包月),rm-uf6a26d8t1d9x1f30,2019-11-04 17:38:22,后付费,,2021-08-08 00:00:00,0.327,0.24,0.24,,是,0.24,869,,,0.15,0.036,否
1447271033258316,康康云主机,无锡文思海辉信息技术有限公司,2019-10-14 14:07:38,,snapshot,快照,cn-shanghai,2020-01-28 11:25:19,后付费,,2021-08-21 00:00:00,2.5704,2.64,2.64,,是,2.64,869,,,0.15,0.396,否
