客户id,登录账号,客户名称,分销关系关联时间,订单号,产品id,产品名称,实例id,实例首购时间,订单类型,订单时长（月）,支付时间,原价,应付金额,实付金额,项目ID,是否算评级业绩,评级业绩,消费账号数,不返佣原因,合同返佣比例,佣金比例,佣金金额,是否伙伴与客户协同的订单
1175970643696548,国金证券股份有限公司,国金证券股份有限公司,2016-08-08 16:08:16,,snapshot,快照,cn-hangzhou,2016-12-14 18:20:06,后付费,,2021-07-12 00:00:00,1.945171,1.92,1.92,,是,1.92,873,,,0.15,0.288,否
1175970643696548,国金证券股份有限公司,国金证券股份有限公司,2016-08-08 16:08:16,,slb,传统型负载均衡CLB（按量付费）,lb-bp1u6cg1uw1y9lxp3gknk,2018-08-20 15:53:40,后付费,,2021-07-11 00:00:00,0.749,0.72,0.72,,是,0.72,873,,,0.15,0.108,否
1175970643696548,国金证券股份有限公司,国金证券股份有限公司,2016-08-08 16:08:16,,ipv6trans,IPv6转换服务（按量付费）,ipv6trans-bp1px0xqad4jtermajhgm;ipv6trans;1626883200;1626969600;cn-hangzhou;small;1024,2021-04-07 14:06:45,后付费,,2021-07-22 00:00:00,26.36,26.36,26.36,,是,26.36,873,产商品范围不满足条件,,0,0,否
1175970643696548,国金证券股份有限公司,国金证券股份有限公司,2016-08-08 16:08:16,,ipv6trans,IPv6转换服务（按量付费）,ipv6trans-bp1px0xqad4jtermajhgm;ipv6trans;1627574400;1627660800;cn-hangzhou;small;1024,2021-04-07 14:06:45,后付费,,2021-07-30 00:00:00,26.36,26.36,26.36,,是,26.36,873,产商品范围不满足条件,,0,0,否
1175970643696548,国金证券股份有限公司,国金证券股份有限公司,2016-08-08 16:08:16,,slb,传统型负载均衡CLB（按量付费）,lb-bp1r16gxlbzqu7sjhq744,2018-08-20 15:51:56,后付费,,2021-07-16 00:00:00,0.877,0.84,0.84,,是,0.84,873,,,0.15,0.126,否
1175970643696548,国金证券股份有限公司,国金证券股份有限公司,2016-08-08 16:08:16,,slb,传统型负载均衡CLB（按量付费）,lb-bp1u6cg1uw1y9lxp3gknk,2018-08-20 15:53:40,后付费,,2021-07-20 00:00:00,0.893,0.8,0.8,,是,0.8,873,,,0.15,0.12,否
1175970643696548,国金证券股份有限公司,国金证券股份有限公司,2016-08-08 16:08:16,,slb,传统型负载均衡CLB（按量付费）,lb-bp1r16gxlbzqu7sjhq744,2018-08-20 15:51:56,后付费,,2021-07-02 00:00:00,0.945,0.88,0.88,,是,0.88,873,,,0.15,0.132,否
1175970643696548,国金证券股份有限公司,国金证券股份有限公司,2016-08-08 16:08:16,,slb,传统型负载均衡CLB（按量付费）,lb-bp1u6cg1uw1y9lxp3gknk,2018-08-20 15:53:40,后付费,,2021-07-22 00:00:00,0.894,0.81,0.81,,是,0.81,873,,,0.15,0.1215,否
1175970643696548,国金证券股份有限公司,国金证券股份有限公司,2016-08-08 16:08:16,,slb,传统型负载均衡CLB（按量付费）,lb-bp1u6cg1uw1y9lxp3gknk,2018-08-20 15:53:40,后付费,,2021-07-03 00:00:00,0.603,0.56,0.56,,是,0.56,873,,,0.15,0.084,否
1175970643696548,国金证券股份有限公司,国金证券股份有限公司,2016-08-08 16:08:16,,slb,传统型负载均衡CLB（按量付费）,lb-bp1u6cg1uw1y9lxp3gknk,2018-08-20 15:53:40,后付费,,2021-07-19 00:00:00,0.83,0.77,0.77,,是,0.77,873,,,0.15,0.1155,否
1175970643696548,国金证券股份有限公司,国金证券股份有限公司,2016-08-08 16:08:16,,slb,传统型负载均衡CLB（按量付费）,lb-bp1u6cg1uw1y9lxp3gknk,2018-08-20 15:53:40,后付费,,2021-07-26 00:00:00,0.897,0.83,0.83,,是,0.83,873,,,0.15,0.1245,否
1175970643696548,国金证券股份有限公司,国金证券股份有限公司,2016-08-08 16:08:16,,ipv6trans,IPv6转换服务（按量付费）,ipv6trans-bp1px0xqad4jtermajhgm;ipv6trans;1626624000;1626710400;cn-hangzhou;small;1024,2021-04-07 14:06:45,后付费,,2021-07-19 00:00:00,26.36,26.36,26.36,,是,26.36,873,产商品范围不满足条件,,0,0,否
1175970643696548,国金证券股份有限公司,国金证券股份有限公司,2016-08-08 16:08:16,,slb,传统型负载均衡CLB（按量付费）,lb-bp1r16gxlbzqu7sjhq744,2018-08-20 15:51:56,后付费,,2021-07-10 00:00:00,0.523,0.48,0.48,,是,0.48,873,,,0.15,0.072,否
1175970643696548,国金证券股份有限公司,国金证券股份有限公司,2016-08-08 16:08:16,,snapshot,快照,cn-hangzhou,2016-12-14 18:20:06,后付费,,2021-07-22 00:00:00,1.945586,1.92,1.92,,是,1.92,873,,,0.15,0.288,否
1175970643696548,国金证券股份有限公司,国金证券股份有限公司,2016-08-08 16:08:16,,snapshot,快照,cn-hangzhou,2016-12-14 18:20:06,后付费,,2021-07-17 00:00:00,1.946683,1.92,1.92,,是,1.92,873,,,0.15,0.288,否
1175970643696548,国金证券股份有限公司,国金证券股份有限公司,2016-08-08 16:08:16,,slb,传统型负载均衡CLB（按量付费）,lb-bp1r16gxlbzqu7sjhq744,2018-08-20 15:51:56,后付费,,2021-07-19 00:00:00,0.974,0.96,0.96,,是,0.96,873,,,0.15,0.144,否
1175970643696548,国金证券股份有限公司,国金证券股份有限公司,2016-08-08 16:08:16,,slb,传统型负载均衡CLB（按量付费）,lb-bp1u6cg1uw1y9lxp3gknk,2018-08-20 15:53:40,后付费,,2021-07-17 00:00:00,0.748,0.72,0.72,,是,0.72,873,,,0.15,0.108,否
1175970643696548,国金证券股份有限公司,国金证券股份有限公司,2016-08-08 16:08:16,,slb,传统型负载均衡CLB（按量付费）,lb-bp1u6cg1uw1y9lxp3gknk,2018-08-20 15:53:40,后付费,,2021-07-05 00:00:00,0.694,0.68,0.68,,是,0.68,873,,,0.15,0.102,否
1175970643696548,国金证券股份有限公司,国金证券股份有限公司,2016-08-08 16:08:16,,snapshot,快照,cn-hangzhou,2016-12-14 18:20:06,后付费,,2021-07-27 00:00:00,1.94563,1.92,1.92,,是,1.92,873,,,0.15,0.288,否
1175970643696548,国金证券股份有限公司,国金证券股份有限公司,2016-08-08 16:08:16,,snapshot,快照,cn-hangzhou,2016-12-14 18:20:06,后付费,,2021-07-31 00:00:00,1.945798,1.92,1.92,,是,1.92,873,,,0.15,0.288,否
1175970643696548,国金证券股份有限公司,国金证券股份有限公司,2016-08-08 16:08:16,,snapshot,快照,cn-hangzhou,2016-12-14 18:20:06,后付费,,2021-07-03 00:00:00,1.944841,1.92,1.92,,是,1.92,873,,,0.15,0.288,否
