客户id,登录账号,客户名称,分销关系关联时间,订单号,产品id,产品名称,实例id,实例首购时间,订单类型,订单时长（月）,支付时间,原价,应付金额,实付金额,项目ID,是否算评级业绩,评级业绩,消费账号数,不返佣原因,合同返佣比例,佣金比例,佣金金额,是否伙伴与客户协同的订单
1234263519431432,cdyyesunadv,成都奕阳现代科技有限公司,2019-07-19 14:57:11,,sls,日志服务,1234263519431432;cll20;info;cn-chengdu,2020-12-16 11:40:36,后付费,,2021-07-28 00:00:00,0.08,0.08,0.08,,是,0.08,873,,,0.15,0.012,否
1234263519431432,cdyyesunadv,成都奕阳现代科技有限公司,2019-07-19 14:57:11,,sls,日志服务,1234263519431432;hlj20;audit;cn-qingdao,2020-12-16 11:40:36,后付费,,2021-07-21 00:00:00,1.221317,1.22,1.22,,是,1.22,873,,,0.15,0.183,否
1234263519431432,cdyyesunadv,成都奕阳现代科技有限公司,2019-07-19 14:57:11,,sls,日志服务,1234263519431432;hlj20;audit;cn-qingdao,2020-12-16 11:40:36,后付费,,2021-07-22 00:00:00,1.214858,1.21,1.21,,是,1.21,873,,,0.15,0.1815,否
1234263519431432,cdyyesunadv,成都奕阳现代科技有限公司,2019-07-19 14:57:11,,sls,日志服务,1234263519431432;cllpre;internal-operation_log;cn-chengdu,2020-12-16 11:40:36,后付费,,2021-07-17 00:00:00,0.08,0.08,0.08,,是,0.08,873,,,0.15,0.012,否
1234263519431432,cdyyesunadv,成都奕阳现代科技有限公司,2019-07-19 14:57:11,,sls,日志服务,1234263519431432;cll20;error;cn-chengdu,2020-12-16 11:40:36,后付费,,2021-07-20 00:00:00,0.082366,0.08,0.08,,是,0.08,873,,,0.15,0.012,否
1234263519431432,cdyyesunadv,成都奕阳现代科技有限公司,2019-07-19 14:57:11,,sls,日志服务,1234263519431432;cllpre;info;cn-chengdu,2020-12-16 11:40:36,后付费,,2021-07-27 00:00:00,0.08,0.08,0.08,,是,0.08,873,,,0.15,0.012,否
1234263519431432,cdyyesunadv,成都奕阳现代科技有限公司,2019-07-19 14:57:11,,sls,日志服务,1234263519431432;cllpre;error;cn-chengdu,2020-12-16 11:40:36,后付费,,2021-07-14 00:00:00,0.08,0.08,0.08,,是,0.08,873,,,0.15,0.012,否
1234263519431432,cdyyesunadv,成都奕阳现代科技有限公司,2019-07-19 14:57:11,,sls,日志服务,1234263519431432;cllpre;internal-operation_log;cn-chengdu,2020-12-16 11:40:36,后付费,,2021-07-09 00:00:00,0.08,0.08,0.08,,是,0.08,873,,,0.15,0.012,否
1234263519431432,cdyyesunadv,成都奕阳现代科技有限公司,2019-07-19 14:57:11,,sls,日志服务,1234263519431432;cllpre;audit;cn-chengdu,2020-12-16 11:40:36,后付费,,2021-07-20 00:00:00,0.08,0.08,0.08,,是,0.08,873,,,0.15,0.012,否
1234263519431432,cdyyesunadv,成都奕阳现代科技有限公司,2019-07-19 14:57:11,,sls,日志服务,1234263519431432;hlj20;info;cn-qingdao,2020-12-16 11:40:36,后付费,,2021-07-07 00:00:00,0.08,0.08,0.08,,是,0.08,873,,,0.15,0.012,否
