客户id,登录账号,客户名称,分销关系关联时间,订单号,产品id,产品名称,实例id,实例首购时间,订单类型,订单时长（月）,支付时间,原价,应付金额,实付金额,项目ID,是否算评级业绩,评级业绩,消费账号数,不返佣原因,合同返佣比例,佣金比例,佣金金额,是否伙伴与客户协同的订单
1470681377717204,7305118@qq.com,厦门市金猪网络科技有限公司,2016-06-27 15:31:58,,snapshot,快照,cn-shanghai,2020-07-29 13:46:42,后付费,,2021-07-10 00:00:00,1.012152,0.96,0.96,,是,0.96,226,,,0.15,0.144,否
1470681377717204,7305118@qq.com,厦门市金猪网络科技有限公司,2016-06-27 15:31:58,,kms,密钥管理服务,1470681377717204;ap-southeast-1,2016-09-13 11:50:18,后付费,,2021-07-20 00:00:00,0.028,0.02,0.02,,是,0.02,226,,,0.15,0.003,否
1470681377717204,7305118@qq.com,厦门市金猪网络科技有限公司,2016-06-27 15:31:58,,snapshot,快照,cn-shanghai,2020-07-29 13:46:42,后付费,,2021-07-23 00:00:00,1.012152,0.96,0.96,,是,0.96,226,,,0.15,0.144,否
1470681377717204,7305118@qq.com,厦门市金猪网络科技有限公司,2016-06-27 15:31:58,,snapshot,快照,cn-shanghai,2020-07-29 13:46:42,后付费,,2021-07-27 00:00:00,1.012152,0.96,0.96,,是,0.96,226,,,0.15,0.144,否
1470681377717204,7305118@qq.com,厦门市金猪网络科技有限公司,2016-06-27 15:31:58,,snapshot,快照,cn-shanghai,2020-07-29 13:46:42,后付费,,2021-07-29 00:00:00,1.012152,0.96,0.96,,是,0.96,226,,,0.15,0.144,否
1470681377717204,7305118@qq.com,厦门市金猪网络科技有限公司,2016-06-27 15:31:58,209950733290633,vm,云服务器ECS(包月),i-11w9oqxcv,2016-05-06 14:14:26,续费,1月,2021-07-23 18:27:40,308,308,308,,否,,226,后关联客户存量产品的非新购升级订单不参与计算,,0,0,否
1470681377717204,7305118@qq.com,厦门市金猪网络科技有限公司,2016-06-27 15:31:58,,snapshot,快照,cn-shanghai,2020-07-29 13:46:42,后付费,,2021-07-26 00:00:00,1.012152,0.96,0.96,,是,0.96,226,,,0.15,0.144,否
1470681377717204,7305118@qq.com,厦门市金猪网络科技有限公司,2016-06-27 15:31:58,,snapshot,快照,cn-shanghai,2020-07-29 13:46:42,后付费,,2021-07-02 00:00:00,1.012152,0.96,0.96,,是,0.96,226,,,0.15,0.144,否
1470681377717204,7305118@qq.com,厦门市金猪网络科技有限公司,2016-06-27 15:31:58,,snapshot,快照,cn-shanghai,2020-07-29 13:46:42,后付费,,2021-07-13 00:00:00,1.012152,0.96,0.96,,是,0.96,226,,,0.15,0.144,否
1470681377717204,7305118@qq.com,厦门市金猪网络科技有限公司,2016-06-27 15:31:58,,snapshot,快照,cn-shanghai,2020-07-29 13:46:42,后付费,,2021-07-09 00:00:00,1.012152,0.96,0.96,,是,0.96,226,,,0.15,0.144,否
1470681377717204,7305118@qq.com,厦门市金猪网络科技有限公司,2016-06-27 15:31:58,,kms,密钥管理服务,1470681377717204;ap-southeast-1,2016-09-13 11:50:18,后付费,,2021-07-27 00:00:00,0.028,0.02,0.02,,是,0.02,226,,,0.15,0.003,否
1470681377717204,7305118@qq.com,厦门市金猪网络科技有限公司,2016-06-27 15:31:58,,kms,密钥管理服务,1470681377717204;ap-southeast-1,2016-09-13 11:50:18,后付费,,2021-07-26 00:00:00,0.028,0.02,0.02,,是,0.02,226,,,0.15,0.003,否
1470681377717204,7305118@qq.com,厦门市金猪网络科技有限公司,2016-06-27 15:31:58,,kms,密钥管理服务,1470681377717204;ap-southeast-1,2016-09-13 11:50:18,后付费,,2021-07-15 00:00:00,0.028,0.02,0.02,,是,0.02,226,,,0.15,0.003,否
1470681377717204,7305118@qq.com,厦门市金猪网络科技有限公司,2016-06-27 15:31:58,,kms,密钥管理服务,1470681377717204;ap-southeast-1,2016-09-13 11:50:18,后付费,,2021-07-19 00:00:00,0.028,0.02,0.02,,是,0.02,226,,,0.15,0.003,否
1470681377717204,7305118@qq.com,厦门市金猪网络科技有限公司,2016-06-27 15:31:58,,snapshot,快照,cn-shanghai,2020-07-29 13:46:42,后付费,,2021-07-19 00:00:00,1.012152,0.96,0.96,,是,0.96,226,,,0.15,0.144,否
1470681377717204,7305118@qq.com,厦门市金猪网络科技有限公司,2016-06-27 15:31:58,,kms,密钥管理服务,1470681377717204;ap-southeast-1,2016-09-13 11:50:18,后付费,,2021-07-23 00:00:00,0.028,0.02,0.02,,是,0.02,226,,,0.15,0.003,否
1470681377717204,7305118@qq.com,厦门市金猪网络科技有限公司,2016-06-27 15:31:58,209955907560633,vm,云服务器ECS(包月),i-6286uhgj7,2016-06-26 14:22:51,续费,1月,2021-07-23 18:27:40,469.99,469.99,469.99,,否,,226,后关联客户存量产品的非新购升级订单不参与计算,,0,0,否
1470681377717204,7305118@qq.com,厦门市金猪网络科技有限公司,2016-06-27 15:31:58,,snapshot,快照,cn-shanghai,2020-07-29 13:46:42,后付费,,2021-07-17 00:00:00,1.012152,0.96,0.96,,是,0.96,226,,,0.15,0.144,否
1470681377717204,7305118@qq.com,厦门市金猪网络科技有限公司,2016-06-27 15:31:58,,kms,密钥管理服务,1470681377717204;ap-southeast-1,2016-09-13 11:50:18,后付费,,2021-07-17 00:00:00,0.028,0.02,0.02,,是,0.02,226,,,0.15,0.003,否
1470681377717204,7305118@qq.com,厦门市金猪网络科技有限公司,2016-06-27 15:31:58,,kms,密钥管理服务,1470681377717204;ap-southeast-1,2016-09-13 11:50:18,后付费,,2021-07-29 00:00:00,0.028,0.02,0.02,,是,0.02,226,,,0.15,0.003,否
1470681377717204,7305118@qq.com,厦门市金猪网络科技有限公司,2016-06-27 15:31:58,,kms,密钥管理服务,1470681377717204;ap-southeast-1,2016-09-13 11:50:18,后付费,,2021-07-08 00:00:00,0.028,0.02,0.02,,是,0.02,226,,,0.15,0.003,否
1470681377717204,7305118@qq.com,厦门市金猪网络科技有限公司,2016-06-27 15:31:58,,snapshot,快照,cn-shanghai,2020-07-29 13:46:42,后付费,,2021-07-08 00:00:00,1.012152,0.96,0.96,,是,0.96,226,,,0.15,0.144,否
1470681377717204,7305118@qq.com,厦门市金猪网络科技有限公司,2016-06-27 15:31:58,,oss,对象存储OSS,cn-hangzhou;standard,2013-10-17 16:52:20,后付费,,2021-07-02 00:00:00,0.017526,0.01,0.01,,否,,226,后关联客户存量产品的非新购升级订单不参与计算,,0,0,否
1470681377717204,7305118@qq.com,厦门市金猪网络科技有限公司,2016-06-27 15:31:58,,kms,密钥管理服务,1470681377717204;ap-southeast-1,2016-09-13 11:50:18,后付费,,2021-07-09 00:00:00,0.028,0.02,0.02,,是,0.02,226,,,0.15,0.003,否
1470681377717204,7305118@qq.com,厦门市金猪网络科技有限公司,2016-06-27 15:31:58,,snapshot,快照,cn-shanghai,2020-07-29 13:46:42,后付费,,2021-07-31 00:00:00,1.012152,0.96,0.96,,是,0.96,226,,,0.15,0.144,否
1470681377717204,7305118@qq.com,厦门市金猪网络科技有限公司,2016-06-27 15:31:58,,kms,密钥管理服务,1470681377717204;ap-southeast-1,2016-09-13 11:50:18,后付费,,2021-07-06 00:00:00,0.028,0.02,0.02,,是,0.02,226,,,0.15,0.003,否
1470681377717204,7305118@qq.com,厦门市金猪网络科技有限公司,2016-06-27 15:31:58,,kms,密钥管理服务,1470681377717204;ap-southeast-1,2016-09-13 11:50:18,后付费,,2021-07-04 00:00:00,0.028,0.02,0.02,,是,0.02,226,,,0.15,0.003,否
1470681377717204,7305118@qq.com,厦门市金猪网络科技有限公司,2016-06-27 15:31:58,,snapshot,快照,cn-shanghai,2020-07-29 13:46:42,后付费,,2021-07-04 00:00:00,1.012152,0.96,0.96,,是,0.96,226,,,0.15,0.144,否
1470681377717204,7305118@qq.com,厦门市金猪网络科技有限公司,2016-06-27 15:31:58,,snapshot,快照,cn-shanghai,2020-07-29 13:46:42,后付费,,2021-07-12 00:00:00,1.012152,0.96,0.96,,是,0.96,226,,,0.15,0.144,否
1470681377717204,7305118@qq.com,厦门市金猪网络科技有限公司,2016-06-27 15:31:58,,snapshot,快照,cn-shanghai,2020-07-29 13:46:42,后付费,,2021-07-15 00:00:00,1.012152,0.96,0.96,,是,0.96,226,,,0.15,0.144,否
1470681377717204,7305118@qq.com,厦门市金猪网络科技有限公司,2016-06-27 15:31:58,,kms,密钥管理服务,1470681377717204;ap-southeast-1,2016-09-13 11:50:18,后付费,,2021-07-10 00:00:00,0.028,0.02,0.02,,是,0.02,226,,,0.15,0.003,否
1470681377717204,7305118@qq.com,厦门市金猪网络科技有限公司,2016-06-27 15:31:58,,kms,密钥管理服务,1470681377717204;ap-southeast-1,2016-09-13 11:50:18,后付费,,2021-07-07 00:00:00,0.028,0.02,0.02,,是,0.02,226,,,0.15,0.003,否
1470681377717204,7305118@qq.com,厦门市金猪网络科技有限公司,2016-06-27 15:31:58,,kms,密钥管理服务,1470681377717204;ap-southeast-1,2016-09-13 11:50:18,后付费,,2021-07-31 00:00:00,0.028,0.02,0.02,,是,0.02,226,,,0.15,0.003,否
1470681377717204,7305118@qq.com,厦门市金猪网络科技有限公司,2016-06-27 15:31:58,,kms,密钥管理服务,1470681377717204;ap-southeast-1,2016-09-13 11:50:18,后付费,,2021-07-11 00:00:00,0.028,0.02,0.02,,是,0.02,226,,,0.15,0.003,否
1470681377717204,7305118@qq.com,厦门市金猪网络科技有限公司,2016-06-27 15:31:58,,oss,对象存储OSS,cn-hangzhou;standard,2013-10-17 16:52:20,后付费,,2021-07-25 00:00:00,0.053212,0.05,0.05,,否,,226,后关联客户存量产品的非新购升级订单不参与计算,,0,0,否
1470681377717204,7305118@qq.com,厦门市金猪网络科技有限公司,2016-06-27 15:31:58,,kms,密钥管理服务,1470681377717204;ap-southeast-1,2016-09-13 11:50:18,后付费,,2021-07-24 00:00:00,0.028,0.02,0.02,,是,0.02,226,,,0.15,0.003,否
1470681377717204,7305118@qq.com,厦门市金猪网络科技有限公司,2016-06-27 15:31:58,,snapshot,快照,cn-shanghai,2020-07-29 13:46:42,后付费,,2021-07-18 00:00:00,1.012152,0.96,0.96,,是,0.96,226,,,0.15,0.144,否
1470681377717204,7305118@qq.com,厦门市金猪网络科技有限公司,2016-06-27 15:31:58,,kms,密钥管理服务,1470681377717204;ap-southeast-1,2016-09-13 11:50:18,后付费,,2021-07-28 00:00:00,0.028,0.02,0.02,,是,0.02,226,,,0.15,0.003,否
1470681377717204,7305118@qq.com,厦门市金猪网络科技有限公司,2016-06-27 15:31:58,,snapshot,快照,cn-shanghai,2020-07-29 13:46:42,后付费,,2021-07-05 00:00:00,1.012152,0.96,0.96,,是,0.96,226,,,0.15,0.144,否
1470681377717204,7305118@qq.com,厦门市金猪网络科技有限公司,2016-06-27 15:31:58,,kms,密钥管理服务,1470681377717204;ap-southeast-1,2016-09-13 11:50:18,后付费,,2021-07-03 00:00:00,0.028,0.02,0.02,,是,0.02,226,,,0.15,0.003,否
1470681377717204,7305118@qq.com,厦门市金猪网络科技有限公司,2016-06-27 15:31:58,,snapshot,快照,cn-shanghai,2020-07-29 13:46:42,后付费,,2021-07-14 00:00:00,1.012152,0.96,0.96,,是,0.96,226,,,0.15,0.144,否
1470681377717204,7305118@qq.com,厦门市金猪网络科技有限公司,2016-06-27 15:31:58,,snapshot,快照,cn-shanghai,2020-07-29 13:46:42,后付费,,2021-07-03 00:00:00,1.012152,0.96,0.96,,是,0.96,226,,,0.15,0.144,否
1470681377717204,7305118@qq.com,厦门市金猪网络科技有限公司,2016-06-27 15:31:58,,kms,密钥管理服务,1470681377717204;ap-southeast-1,2016-09-13 11:50:18,后付费,,2021-07-01 00:00:00,0.028,0.02,0.02,,是,0.02,226,,,0.15,0.003,否
1470681377717204,7305118@qq.com,厦门市金猪网络科技有限公司,2016-06-27 15:31:58,,kms,密钥管理服务,1470681377717204;ap-southeast-1,2016-09-13 11:50:18,后付费,,2021-07-30 00:00:00,0.028,0.02,0.02,,是,0.02,226,,,0.15,0.003,否
1470681377717204,7305118@qq.com,厦门市金猪网络科技有限公司,2016-06-27 15:31:58,,kms,密钥管理服务,1470681377717204;ap-southeast-1,2016-09-13 11:50:18,后付费,,2021-07-05 00:00:00,0.028,0.02,0.02,,是,0.02,226,,,0.15,0.003,否
1470681377717204,7305118@qq.com,厦门市金猪网络科技有限公司,2016-06-27 15:31:58,,snapshot,快照,cn-shanghai,2020-07-29 13:46:42,后付费,,2021-07-06 00:00:00,1.012152,0.96,0.96,,是,0.96,226,,,0.15,0.144,否
1470681377717204,7305118@qq.com,厦门市金猪网络科技有限公司,2016-06-27 15:31:58,,kms,密钥管理服务,1470681377717204;ap-southeast-1,2016-09-13 11:50:18,后付费,,2021-07-22 00:00:00,0.028,0.02,0.02,,是,0.02,226,,,0.15,0.003,否
1470681377717204,7305118@qq.com,厦门市金猪网络科技有限公司,2016-06-27 15:31:58,,kms,密钥管理服务,1470681377717204;ap-southeast-1,2016-09-13 11:50:18,后付费,,2021-07-02 00:00:00,0.028,0.02,0.02,,是,0.02,226,,,0.15,0.003,否
1470681377717204,7305118@qq.com,厦门市金猪网络科技有限公司,2016-06-27 15:31:58,,kms,密钥管理服务,1470681377717204;ap-southeast-1,2016-09-13 11:50:18,后付费,,2021-07-18 00:00:00,0.028,0.02,0.02,,是,0.02,226,,,0.15,0.003,否
1470681377717204,7305118@qq.com,厦门市金猪网络科技有限公司,2016-06-27 15:31:58,,snapshot,快照,cn-shanghai,2020-07-29 13:46:42,后付费,,2021-07-07 00:00:00,1.012152,0.96,0.96,,是,0.96,226,,,0.15,0.144,否
1470681377717204,7305118@qq.com,厦门市金猪网络科技有限公司,2016-06-27 15:31:58,,kms,密钥管理服务,1470681377717204;ap-southeast-1,2016-09-13 11:50:18,后付费,,2021-07-12 00:00:00,0.028,0.02,0.02,,是,0.02,226,,,0.15,0.003,否
1470681377717204,7305118@qq.com,厦门市金猪网络科技有限公司,2016-06-27 15:31:58,,kms,密钥管理服务,1470681377717204;ap-southeast-1,2016-09-13 11:50:18,后付费,,2021-07-21 00:00:00,0.028,0.02,0.02,,是,0.02,226,,,0.15,0.003,否
1470681377717204,7305118@qq.com,厦门市金猪网络科技有限公司,2016-06-27 15:31:58,,snapshot,快照,cn-shanghai,2020-07-29 13:46:42,后付费,,2021-07-25 00:00:00,1.012152,0.96,0.96,,是,0.96,226,,,0.15,0.144,否
1470681377717204,7305118@qq.com,厦门市金猪网络科技有限公司,2016-06-27 15:31:58,,snapshot,快照,cn-shanghai,2020-07-29 13:46:42,后付费,,2021-07-16 00:00:00,1.012152,0.96,0.96,,是,0.96,226,,,0.15,0.144,否
1470681377717204,7305118@qq.com,厦门市金猪网络科技有限公司,2016-06-27 15:31:58,,snapshot,快照,cn-shanghai,2020-07-29 13:46:42,后付费,,2021-07-24 00:00:00,1.012152,0.96,0.96,,是,0.96,226,,,0.15,0.144,否
1470681377717204,7305118@qq.com,厦门市金猪网络科技有限公司,2016-06-27 15:31:58,,snapshot,快照,cn-shanghai,2020-07-29 13:46:42,后付费,,2021-07-20 00:00:00,1.012152,0.96,0.96,,是,0.96,226,,,0.15,0.144,否
1470681377717204,7305118@qq.com,厦门市金猪网络科技有限公司,2016-06-27 15:31:58,,kms,密钥管理服务,1470681377717204;ap-southeast-1,2016-09-13 11:50:18,后付费,,2021-07-16 00:00:00,0.028,0.02,0.02,,是,0.02,226,,,0.15,0.003,否
1470681377717204,7305118@qq.com,厦门市金猪网络科技有限公司,2016-06-27 15:31:58,,snapshot,快照,cn-shanghai,2020-07-29 13:46:42,后付费,,2021-07-30 00:00:00,1.012152,0.96,0.96,,是,0.96,226,,,0.15,0.144,否
