客户id,登录账号,客户名称,分销关系关联时间,订单号,产品id,产品名称,实例id,实例首购时间,订单类型,订单时长（月）,支付时间,原价,应付金额,实付金额,项目ID,是否算评级业绩,评级业绩,消费账号数,不返佣原因,合同返佣比例,佣金比例,佣金金额,是否伙伴与客户协同的订单
1531680384954971,cfmoto2016,浙江春风动力股份有限公司,2016-11-29 10:02:35,,ons,消息队列 RocketMQ 版,MQ_INST_1531680384954971_BbIaIj14%IOT-EVENT-MSG-UAES,2019-07-25 10:06:47,后付费,,2021-07-09 00:00:00,2,2,2,,是,2,873,,,0.15,0.3,否
1531680384954971,cfmoto2016,浙江春风动力股份有限公司,2016-11-29 10:02:35,,bards,关系型数据库（按量付费）,pgm-bp1i88pee144dgz5,2020-04-15 09:19:53,后付费,,2021-07-10 00:00:00,25.293,25.27,25.27,,是,25.27,873,,,0.15,3.7905,否
1531680384954971,cfmoto2016,浙江春风动力股份有限公司,2016-11-29 10:02:35,,cdn,内容分发网络CDN,1531680384954971;CN,2020-06-19 16:28:50,后付费,,2021-07-05 00:00:00,0.068,0.04,0.04,,是,0.04,873,,,0.15,0.006,否
1531680384954971,cfmoto2016,浙江春风动力股份有限公司,2016-11-29 10:02:35,209962413460362,vm,云服务器ECS(包月),i-uf6h2cw2zqcqyki2ydxu,2020-12-01 17:16:13,续费,1月,2021-07-24 09:35:29,548,548,548,,是,548,873,,,0.15,82.2,否
1531680384954971,cfmoto2016,浙江春风动力股份有限公司,2016-11-29 10:02:35,,rds,关系型数据库RDS(包月),rm-bp126hy5vf3gnjw9s,2021-04-22 13:46:37,后付费,,2021-07-19 00:00:00,12.309,12.24,12.24,,是,12.24,873,,,0.15,1.836,否
1531680384954971,cfmoto2016,浙江春风动力股份有限公司,2016-11-29 10:02:35,,snapshot,快照,cn-hongkong,2016-12-22 09:42:01,后付费,,2021-07-22 00:00:00,0.016008,0.02,0.02,,是,0.02,873,,,0.15,0.003,否
1531680384954971,cfmoto2016,浙江春风动力股份有限公司,2016-11-29 10:02:35,,ons,消息队列 RocketMQ 版,MQ_INST_1531680384954971_BXnEiZnN%IOT-EVENT-MSG-UAES,2019-07-25 10:06:47,后付费,,2021-07-19 00:00:00,2.9,2.9,2.9,,是,2.9,873,,,0.15,0.435,否
1531680384954971,cfmoto2016,浙江春风动力股份有限公司,2016-11-29 10:02:35,,vm,云服务器ECS(包月),i-bp17ytqh359y8kk4ul02,2019-11-13 16:42:55,后付费,,2021-07-07 00:00:00,0.161,0.11,0.11,,是,0.11,873,,,0.15,0.0165,否
1531680384954971,cfmoto2016,浙江春风动力股份有限公司,2016-11-29 10:02:35,,vm,云服务器ECS(包月),i-uf6h2cw2zqcqyki2ydxu,2020-12-01 17:16:13,后付费,,2021-07-03 00:00:00,0.052,0.01,0.01,,是,0.01,873,,,0.15,0.0015,否
1531680384954971,cfmoto2016,浙江春风动力股份有限公司,2016-11-29 10:02:35,,vm,云服务器ECS(包月),i-bp1ai89uutkqru5cflvb,2021-04-22 13:43:31,后付费,,2021-07-15 00:00:00,0.673,0.73,0.73,,是,0.73,873,,,0.15,0.1095,否
1531680384954971,cfmoto2016,浙江春风动力股份有限公司,2016-11-29 10:02:35,,vm,云服务器ECS(包月),i-rj929yew4u5xes1k6rbz,2018-07-10 13:06:16,后付费,,2021-07-13 00:00:00,11.278,11.23,11.23,,是,11.23,873,,,0.15,1.6845,否
1531680384954971,cfmoto2016,浙江春风动力股份有限公司,2016-11-29 10:02:35,,ecs,云服务器（按量付费）,i-bp1cvoe2uiynaagpg2fc,2021-07-08 00:00:00,后付费,,2021-07-08 00:00:00,50.4504,50.4,50.4,,是,50.4,873,,,0.15,7.56,否
1531680384954971,cfmoto2016,浙江春风动力股份有限公司,2016-11-29 10:02:35,,ons,消息队列 RocketMQ 版,MQ_INST_1531680384954971_BXRghp41%CFMOTO_MALL,2019-07-25 10:06:47,后付费,,2021-07-09 00:00:00,2,2,2,,是,2,873,,,0.15,0.3,否
1531680384954971,cfmoto2016,浙江春风动力股份有限公司,2016-11-29 10:02:35,,vm,云服务器ECS(包月),i-bp15lrkjx05tz6qm3njv,2018-08-14 13:17:10,后付费,,2021-07-19 00:00:00,0.013,0.03,0.03,,是,0.03,873,,,0.15,0.0045,否
1531680384954971,cfmoto2016,浙江春风动力股份有限公司,2016-11-29 10:02:35,,ons,消息队列 RocketMQ 版,MQ_INST_1531680384954971_BXRghp41%CFMOTO_MALL,2019-07-25 10:06:47,后付费,,2021-07-22 00:00:00,2,2,2,,是,2,873,,,0.15,0.3,否
1531680384954971,cfmoto2016,浙江春风动力股份有限公司,2016-11-29 10:02:35,,ots,表格存储（按量付费）,ssd;cfmotodatacenter#search_index;cn-shanghai,2021-02-08 18:46:59,后付费,,2021-07-06 00:00:00,0.555,0.49,0.49,,是,0.49,873,,,0.15,0.0735,否
1531680384954971,cfmoto2016,浙江春风动力股份有限公司,2016-11-29 10:02:35,209882054990362,prepaid_kvstore,云数据库KVStore版（包月）,r-bp1jlcq8yshjx322fp,2020-07-28 09:20:41,续费,12月,2021-07-20 09:04:23,"2,160","1,836","1,836",,是,"1,836",873,,,0.15,275.4,否
1531680384954971,cfmoto2016,浙江春风动力股份有限公司,2016-11-29 10:02:35,,slb,传统型负载均衡CLB（按量付费）,lb-bp1nvi8owullfh49fmc6g,2021-03-10 10:02:24,后付费,,2021-07-17 00:00:00,8.64,8.64,8.64,,是,8.64,873,,,0.15,1.296,否
1531680384954971,cfmoto2016,浙江春风动力股份有限公司,2016-11-29 10:02:35,,ecs,云服务器（按量付费）,i-bp12m044458w3dmph2n3,2021-04-09 10:26:11,后付费,,2021-07-26 00:00:00,31.9704,31.92,31.92,,是,31.92,873,,,0.15,4.788,否
1531680384954971,cfmoto2016,浙江春风动力股份有限公司,2016-11-29 10:02:35,,cdn,内容分发网络CDN,1531680384954971;CN,2020-06-19 16:28:50,后付费,,2021-07-16 00:00:00,0.064,0.04,0.04,,是,0.04,873,,,0.15,0.006,否
1531680384954971,cfmoto2016,浙江春风动力股份有限公司,2016-11-29 10:02:35,D20215O0RKA59429,2a,2a,S20197C0YW465442,2019-09-21 12:34:17,续费,12月,2021-07-23 09:55:32,69,69,69,,否,,873,产商品范围不满足条件,,0,0,否
1531680384954971,cfmoto2016,浙江春风动力股份有限公司,2016-11-29 10:02:35,,vm,云服务器ECS(包月),i-bp10rujl742lpkf46r5o,2018-06-19 15:04:34,后付费,,2021-07-14 00:00:00,0.487,0.53,0.53,,是,0.53,873,,,0.15,0.0795,否
1531680384954971,cfmoto2016,浙江春风动力股份有限公司,2016-11-29 10:02:35,,mns,消息服务MNS,Queue:cfmoto-event-msg;cn-shanghai,2019-08-08 14:36:20,后付费,,2021-07-23 00:00:00,0.5,0.5,0.5,,是,0.5,873,,,0.15,0.075,否
1531680384954971,cfmoto2016,浙江春风动力股份有限公司,2016-11-29 10:02:35,,ecs,云服务器（按量付费）,i-bp19hhlk4yefcsvzg7i8,2021-07-21 08:28:27,后付费,,2021-07-23 00:00:00,53.029992,53.04,53.04,,是,53.04,873,,,0.15,7.956,否
1531680384954971,cfmoto2016,浙江春风动力股份有限公司,2016-11-29 10:02:35,,hdm_charge_public_cn,DAS专业版,daspro-cn-7mz25fux706;rm-bp11l460168e7i2hc,2021-04-28 10:39:12,后付费,,2021-07-26 00:00:00,5.744,5.59,5.59,,是,5.59,873,,,0.15,0.8385,否
1531680384954971,cfmoto2016,浙江春风动力股份有限公司,2016-11-29 10:02:35,,cdi,内容安全,oss_image_terrorism;cn-hangzhou,2019-05-31 13:16:08,后付费,,2021-07-07 00:00:00,0.061,0.06,0.06,,是,0.06,873,,,0.15,0.009,否
1531680384954971,cfmoto2016,浙江春风动力股份有限公司,2016-11-29 10:02:35,,bards,关系型数据库（按量付费）,rm-bp15x541k7t97mnrj,2021-05-06 11:24:38,后付费,,2021-07-10 00:00:00,107.16,107.07,107.07,,是,107.07,873,,,0.15,16.0605,否
1531680384954971,cfmoto2016,浙江春风动力股份有限公司,2016-11-29 10:02:35,,cdi,内容安全,text_scan;cn-shanghai,2019-05-31 13:16:08,后付费,,2021-07-29 00:00:00,0.556,0.56,0.56,,是,0.56,873,,,0.15,0.084,否
1531680384954971,cfmoto2016,浙江春风动力股份有限公司,2016-11-29 10:02:35,,snapshot,快照,us-west-1,2016-12-22 09:42:01,后付费,,2021-07-30 00:00:00,3.632472,3.6,3.6,,是,3.6,873,,,0.15,0.54,否
1531680384954971,cfmoto2016,浙江春风动力股份有限公司,2016-11-29 10:02:35,,mns,消息服务,Queue:cfmoto-event-msg;cn-shanghai,2019-08-08 14:36:20,后付费,,2021-07-14 00:00:00,0.5,0.5,0.5,,是,0.5,873,,,0.15,0.075,否
1531680384954971,cfmoto2016,浙江春风动力股份有限公司,2016-11-29 10:02:35,,ons,消息队列 RocketMQ 版,MQ_INST_1531680384954971_BXn8PGk8%CF-IOT-EVENT-MSG,2019-07-25 10:06:47,后付费,,2021-07-18 00:00:00,2.9,2.9,2.9,,是,2.9,873,,,0.15,0.435,否
1531680384954971,cfmoto2016,浙江春风动力股份有限公司,2016-11-29 10:02:35,,vm,云服务器ECS(包月),i-bp167ifeuz60o3aczxg5,2021-04-22 13:45:16,后付费,,2021-07-14 00:00:00,0.16,0.12,0.12,,是,0.12,873,,,0.15,0.018,否
1531680384954971,cfmoto2016,浙江春风动力股份有限公司,2016-11-29 10:02:35,,kvstore,云数据库KVStore 版（按量付费）,r-bp17c23584d72914,2021-06-11 19:14:49,后付费,,2021-07-31 00:00:00,17.04,17.04,17.04,,是,17.04,873,,,0.15,2.556,否
1531680384954971,cfmoto2016,浙江春风动力股份有限公司,2016-11-29 10:02:35,,ecs,云服务器（按量付费）,i-bp19hhlk4yefcsvzg7i8,2021-07-21 08:28:27,后付费,,2021-07-25 00:00:00,53.029992,53.04,53.04,,是,53.04,873,,,0.15,7.956,否
1531680384954971,cfmoto2016,浙江春风动力股份有限公司,2016-11-29 10:02:35,,vm,云服务器ECS(包月),i-j6ca7unlsa4u5yzyuqpx,2019-06-19 20:08:57,后付费,,2021-07-19 00:00:00,6.565,6.57,6.57,,是,6.57,873,,,0.15,0.9855,否
1531680384954971,cfmoto2016,浙江春风动力股份有限公司,2016-11-29 10:02:35,,vm,云服务器ECS(包月),i-j6ciqj5av1ybalm57c6g,2019-12-11 15:23:42,后付费,,2021-07-04 00:00:00,0,0.03,0.03,,是,0.03,873,,,0.15,0.0045,否
