客户id,登录账号,客户名称,分销关系关联时间,订单号,产品id,产品名称,实例id,实例首购时间,订单类型,订单时长（月）,支付时间,原价,应付金额,实付金额,项目ID,是否算评级业绩,评级业绩,消费账号数,不返佣原因,合同返佣比例,佣金比例,佣金金额,是否伙伴与客户协同的订单
1916775039426003,ecoservice,科沃斯机器人股份有限公司,2016-10-21 15:10:39,,snapshot,快照,cn-shanghai,2017-01-09 15:39:00,后付费,,2021-07-02 00:00:00,0.13968,0.03,0.03,,是,0.03,873,大客户合同用户不参与返佣,,0,0,否
1916775039426003,ecoservice,科沃斯机器人股份有限公司,2016-10-21 15:10:39,,snapshot,快照,us-east-1,2017-01-09 15:39:00,后付费,,2021-07-26 00:00:00,0.564144,0.28,0.28,,是,0.28,873,大客户合同用户不参与返佣,,0,0,否
1916775039426003,ecoservice,科沃斯机器人股份有限公司,2016-10-21 15:10:39,,eip,弹性公网IP（后付费）,eip-uf61g7f2kjeatj9is7rp7,2019-05-15 16:37:12,后付费,,2021-07-16 00:00:00,2.88,2.16,2.16,,是,2.16,873,大客户合同用户不参与返佣,,0,0,否
1916775039426003,ecoservice,科沃斯机器人股份有限公司,2016-10-21 15:10:39,,snapshot,快照,cn-shanghai,2017-01-09 15:39:00,后付费,,2021-07-06 00:00:00,0.13968,0.05,0.05,,是,0.05,873,大客户合同用户不参与返佣,,0,0,否
1916775039426003,ecoservice,科沃斯机器人股份有限公司,2016-10-21 15:10:39,,snapshot,快照,cn-hongkong,2017-01-09 15:39:00,后付费,,2021-07-03 00:00:00,0.611808,0.29,0.29,,是,0.29,873,大客户合同用户不参与返佣,,0,0,否
1916775039426003,ecoservice,科沃斯机器人股份有限公司,2016-10-21 15:10:39,,eip,弹性公网IP（后付费）,eip-uf61g7f2kjeatj9is7rp7,2019-05-15 16:37:12,后付费,,2021-07-07 00:00:00,2.88,2.16,2.16,,是,2.16,873,大客户合同用户不参与返佣,,0,0,否
1916775039426003,ecoservice,科沃斯机器人股份有限公司,2016-10-21 15:10:39,,snapshot,快照,ap-southeast-1,2017-01-09 15:39:00,后付费,,2021-07-12 00:00:00,0.115968,0.07,0.07,,是,0.07,873,大客户合同用户不参与返佣,,0,0,否
1916775039426003,ecoservice,科沃斯机器人股份有限公司,2016-10-21 15:10:39,,snapshot,快照,cn-shanghai,2017-01-09 15:39:00,后付费,,2021-07-18 00:00:00,0.13968,0.13,0.13,,是,0.13,873,大客户合同用户不参与返佣,,0,0,否
1916775039426003,ecoservice,科沃斯机器人股份有限公司,2016-10-21 15:10:39,,snapshot,快照,us-east-1,2017-01-09 15:39:00,后付费,,2021-07-29 00:00:00,0.564144,0.27,0.27,,是,0.27,873,大客户合同用户不参与返佣,,0,0,否
1916775039426003,ecoservice,科沃斯机器人股份有限公司,2016-10-21 15:10:39,,snapshot,快照,cn-shanghai,2017-01-09 15:39:00,后付费,,2021-07-23 00:00:00,0.13968,0.06,0.06,,是,0.06,873,大客户合同用户不参与返佣,,0,0,否
1916775039426003,ecoservice,科沃斯机器人股份有限公司,2016-10-21 15:10:39,,snapshot,快照,ap-southeast-1,2017-01-09 15:39:00,后付费,,2021-07-25 00:00:00,0.115968,0.04,0.04,,是,0.04,873,大客户合同用户不参与返佣,,0,0,否
1916775039426003,ecoservice,科沃斯机器人股份有限公司,2016-10-21 15:10:39,,snapshot,快照,us-east-1,2017-01-09 15:39:00,后付费,,2021-07-16 00:00:00,0.564144,0.27,0.27,,是,0.27,873,大客户合同用户不参与返佣,,0,0,否
